duf_pfam_id	duf_pfam_name	partner_architecture	n_edges	n_taxa	n_duf_proteins	n_partner_proteins	max_combined	mean_combined	max_direct_evidence	max_context_evidence	n_experiment_edges	max_neighborhood	n_neighborhood_edges	max_neighborhood_transferred	n_neighborhood_transferred_edges	max_fusion	n_fusion_edges	max_cooccurence	n_cooccurence_edges	max_homology	n_homology_edges	max_coexpression	n_coexpression_edges	max_coexpression_transferred	n_coexpression_transferred_edges	max_experiments	n_experiments_edges	max_experiments_transferred	n_experiments_transferred_edges	max_database	n_database_edges	max_database_transferred	n_database_transferred_edges	max_textmining	n_textmining_edges	max_textmining_transferred	n_textmining_transferred_edges	module_score	module_key	separate_channel_l2_score	taxid	duf_protein	partner_protein	duf_architecture	combined_score	direct_evidence	context_evidence	neighborhood	neighborhood_transferred	fusion	cooccurence	homology	coexpression	coexpression_transferred	experiments	experiments_transferred	database	database_transferred	textmining	textmining_transferred	evidence_flags	_pair_key	has_representative	has_sequence
PF10102	DUF2341 - Domain of unknown function (DUF2341)	NO_PFAM	332	58	71	143	990	851.4036144578313	773	857	0	773	170	857	258	0	0	775	212	668	2	483	30	497	212	0	0	845	116	0	0	818	42	700	16	460	190	15.593217377791882	PF10102 || NO_PFAM	0.9181434846451778	1760988	1760988.SAMN02949497_2482	1760988.SAMN02949497_2481	PF01618;PF10102;PF13385	990	613	772	613	143	0	772	0	0	488	0	699	0	239	0	142	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	1760988.SAMN02949497_2481 || 1760988.SAMN02949497_2482	True	False
PF16220	DUF4880 - Domain of unknown function (DUF4880)	NO_PFAM	554	46	139	100	977	802.1841155234657	900	775	0	773	114	213	330	0	0	775	526	619	2	723	46	417	484	0	0	892	196	900	2	588	190	883	16	155	278	15.694263317166552	PF16220 || NO_PFAM	0.9164736832154656	208964	208964.PA2388	208964.PA2426	PF04773;PF16220	977	0	772	0	50	0	772	0	46	167	0	100	0	0	883	48	neighborhood_transferred;cooccurence;coexpression;coexpression_transferred;experiments_transferred;textmining;textmining_transferred	208964.PA2388 || 208964.PA2426	True	False
PF09269	DUF1967 - Domain of unknown function (DUF1967)	NO_PFAM	3166	373	382	1465	999	802.1370814908402	883	983	2	773	218	983	2166	883	12	652	280	0	0	879	28	805	1794	230	2	999	1750	0	0	538	90	823	18	839	1944	22.32435778570176	PF09269 || NO_PFAM	0.9119044518081298	1894	1894.ADK78_22910	1894.ADK78_22900	PF01018;PF01926;PF09269	999	463	980	463	980	0	0	0	0	115	0	767	0	0	0	696	neighborhood;neighborhood_transferred;coexpression_transferred;experiments_transferred;textmining_transferred	1894.ADK78_22900 || 1894.ADK78_22910	True	False
PF19700	DUF6198 - Family of unknown function (DUF6198)	NO_PFAM	118	45	49	56	942	786.728813559322	899	899	0	773	88	572	62	899	4	773	16	791	2	61	2	858	24	0	0	0	0	0	0	737	8	571	2	0	0	14.234406286089722	PF19700 || NO_PFAM	0.9118923508242904	877500	877500.GCA_000935065_02028	877500.GCA_000935065_02016	PF13189;PF19700	942	899	899	0	88	899	425	0	0	0	0	0	0	0	0	0	neighborhood_transferred;fusion;cooccurence	877500.GCA_000935065_02016 || 877500.GCA_000935065_02028	True	False
PF09413	DUF2007 - Putative prokaryotic signal transducing protein 	NO_PFAM	294	93	94	146	966	762.6326530612245	773	773	0	773	146	538	138	0	0	770	108	894	4	42	2	842	22	0	0	571	38	0	0	918	50	0	0	538	58	16.319564920879827	PF09413 || NO_PFAM	0.9115881435666776	1266925	1266925.GCA_000619905_00405	1266925.GCA_000619905_02242	PF09413;PF24463	966	0	231	0	231	0	0	0	0	0	0	139	0	918	0	460	neighborhood_transferred;experiments_transferred;database_transferred;textmining_transferred	1266925.GCA_000619905_00405 || 1266925.GCA_000619905_02242	True	False
PF13635	DUF4143 - Domain of unknown function (DUF4143)	NO_PFAM	322	91	123	127	994	771.7142857142857	900	900	0	773	174	125	34	900	32	775	196	0	0	61	6	0	0	0	0	0	0	0	0	0	0	0	0	52	2	16.62122947732074	PF13635 || NO_PFAM	0.910378650521145	1423734	1423734.FC83_GL003359	1423734.FC83_GL003360	PF13635	994	900	900	773	0	900	775	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	1423734.FC83_GL003359 || 1423734.FC83_GL003360	True	False
PF09343	DUF2460 - Conserved hypothetical protein 2217 (DUF2460)	NO_PFAM	2092	274	339	884	999	881.0669216061185	773	775	0	773	1264	546	1892	601	6	775	1550	0	0	449	14	268	572	0	0	988	878	0	0	0	0	0	0	89	138	20.427895917779143	PF09343 || NO_PFAM	0.9082695656974848	1185766	1185766.SAMN05216224_105129	1185766.SAMN05216224_105132	PF09343	999	773	773	773	428	0	773	0	0	0	0	988	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;experiments_transferred	1185766.SAMN05216224_105129 || 1185766.SAMN05216224_105132	True	False
PF19461	DUF5998 - Family of unknown function (DUF5998)	NO_PFAM	112	23	24	55	995	786.4642857142857	773	980	0	773	30	980	60	515	6	770	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.836495479408232	PF19461 || NO_PFAM	0.9038529443558586	1894	1894.ADK78_31415	1894.ADK78_31410	PF19461	995	773	978	773	978	0	215	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1894.ADK78_31410 || 1894.ADK78_31415	True	False
PF21537	DUF1980_C - DUF1980 C-terminal domain	NO_PFAM	316	98	103	152	983	801.4810126582279	773	774	0	773	170	420	140	0	0	774	216	609	2	0	0	770	14	0	0	775	2	0	0	0	0	911	4	335	14	16.49614147414646	PF21537 || NO_PFAM	0.9035173398372576	1123024	1123024.GCA_000423625_04935	1123024.GCA_000423625_04936	PF21537	983	773	773	773	400	0	773	0	0	429	0	0	0	0	0	184	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	1123024.GCA_000423625_04935 || 1123024.GCA_000423625_04936	True	False
PF08020	DUF1706 - Protein of unknown function (DUF1706)   	NO_PFAM	36	15	15	18	992	783.8333333333334	893	893	2	773	30	49	2	893	2	774	6	0	0	0	0	51	2	81	2	0	0	0	0	0	0	879	6	0	0	11.491401501457844	PF08020 || NO_PFAM	0.9003654148712205	1214117	1214117.LFLEISCH_11328	1214117.LFLEISCH_11323	PF08020	992	893	893	723	0	893	774	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	1214117.LFLEISCH_11323 || 1214117.LFLEISCH_11328	True	False
PF06627	DUF1153 - Protein of unknown function (DUF1153)	NO_PFAM	242	90	92	119	999	777.7685950413223	773	774	0	773	80	534	78	322	6	774	62	0	0	729	8	999	118	0	0	0	0	0	0	0	0	0	0	0	0	16.061780456374247	PF06627 || NO_PFAM	0.8997956825736813	1545044	1545044.SAMN05444276_102293	1545044.SAMN05444276_101447	PF06627	999	0	0	0	0	0	0	0	0	999	0	0	0	0	0	0	coexpression_transferred	1545044.SAMN05444276_101447 || 1545044.SAMN05444276_102293	True	False
PF05768	Glrx-like - Glutaredoxin-like domain (DUF836)	NO_PFAM	1826	168	170	906	996	783.0284775465499	900	981	0	773	74	981	1224	36	2	775	470	598	2	128	4	847	768	0	0	925	494	900	26	911	778	837	8	584	1248	19.65122798622416	PF05768 || NO_PFAM	0.8995563346469264	7370	7370.A0A1I8MV40	7370.T1PFL3	PF00108;PF05768	996	900	111	0	111	0	0	0	0	664	0	649	900	542	0	397	neighborhood_transferred;coexpression_transferred;experiments_transferred;database;database_transferred;textmining_transferred	7370.A0A1I8MV40 || 7370.T1PFL3	True	False
PF06226	DUF1007 - Protein of unknown function (DUF1007)	NO_PFAM	76	28	28	38	996	777.8157894736842	895	895	0	773	50	464	46	895	2	775	36	0	0	0	0	383	2	0	0	0	0	0	0	0	0	0	0	386	8	12.868397081826632	PF06226 || NO_PFAM	0.8990444741172054	258594	258594.RPA0873	258594.RPA0874	PF06226	996	895	895	773	374	895	774	0	0	0	0	0	0	0	0	85	neighborhood;neighborhood_transferred;fusion;cooccurence;textmining_transferred	258594.RPA0873 || 258594.RPA0874	True	False
PF11335	DUF3137 - Protein of unknown function (DUF3137) 	NO_PFAM	134	27	34	60	964	753.0298507462686	773	773	0	773	76	178	20	0	0	768	64	705	2	319	2	813	12	0	0	119	2	0	0	704	8	0	0	310	10	13.115683798788837	PF11335 || NO_PFAM	0.8989080191365493	211165	211165.GCA_000317285_03696	211165.GCA_000317285_02537	PF11335;PF14559	964	0	178	0	178	0	0	0	0	813	0	0	0	704	0	310	neighborhood_transferred;coexpression_transferred;database_transferred;textmining_transferred	211165.GCA_000317285_02537 || 211165.GCA_000317285_03696	True	False
PF19890	DUF6363 - Domain of unknown function (DUF6363)	NO_PFAM	88	36	36	44	976	756.7954545454545	900	900	0	773	62	114	10	900	2	775	10	0	0	863	4	786	18	0	0	0	0	0	0	0	0	0	0	0	0	13.51047219502059	PF19890 || NO_PFAM	0.8959360544514364	1703	1703.BLSMQ_2450	1703.BLSMQ_2453	PF01734;PF19890	976	900	900	0	0	900	775	0	0	0	0	0	0	0	0	0	fusion;cooccurence	1703.BLSMQ_2450 || 1703.BLSMQ_2453	True	False
PF19802	DUF6285 - Domain of unknown function (DUF6285)	NO_PFAM	128	32	32	64	993	807.859375	866	866	0	773	72	554	88	866	6	771	96	0	0	55	2	515	36	0	0	158	6	0	0	64	2	0	0	148	26	13.584827527294632	PF19802 || NO_PFAM	0.8944470611851031	1768	1768.B1T50_22305	1768.B1T50_22310	PF19802	993	866	866	773	394	866	674	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;fusion;cooccurence	1768.B1T50_22305 || 1768.B1T50_22310	True	False
PF13194	DUF4010 - Domain of unknown function (DUF4010)	NO_PFAM	28	14	14	14	984	782.0	899	899	0	773	26	91	12	899	4	774	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.581396232190894	PF13194 || NO_PFAM	0.8926197353163039	160660	160660.BJI67_08835	160660.BJI67_08845	PF13194	984	899	899	389	0	899	774	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	160660.BJI67_08835 || 160660.BJI67_08845	True	False
PF04037	DUF382 - Domain of unknown function (DUF382) 	PF01480	1970	659	719	879	999	846.6670050761421	806	236	4	0	0	0	0	0	0	236	8	0	0	450	16	710	1970	806	4	999	1970	360	2	375	24	522	10	468	1970	22.417494933410715	PF04037 || PF01480	0.8914700888385483	9593	9593.ENSGGOP00000026965	9593.ENSGGOP00000012853	PF02037;PF04037;PF04046	999	360	0	0	0	0	0	0	0	103	0	999	360	0	0	313	coexpression_transferred;experiments_transferred;database;textmining_transferred	9593.ENSGGOP00000012853 || 9593.ENSGGOP00000026965	True	False
PF16387	DUF4996 - Domain of unknown function	NO_PFAM	26	8	8	13	954	809.0	900	773	0	773	14	142	16	0	0	735	12	629	2	51	2	206	10	0	0	118	2	900	6	606	8	0	0	93	8	9.363286020676767	PF16387 || NO_PFAM	0.8901537396912305	1796613	1796613.A4V03_05875	1796613.A4V03_10170	PF03009;PF16387	954	900	566	0	0	0	566	0	0	0	0	0	900	0	0	0	cooccurence;database	1796613.A4V03_05875 || 1796613.A4V03_10170	True	False
PF09955	DUF2189 - Predicted integral membrane protein (DUF2189)	NO_PFAM	140	47	51	69	922	771.6285714285714	773	775	0	773	118	534	72	194	2	775	36	666	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.239161912193952	PF09955 || NO_PFAM	0.8896681953537795	53254	53254.SAMN05660750_04704	53254.SAMN05660750_04707	PF09955	922	757	757	757	231	0	616	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	53254.SAMN05660750_04704 || 53254.SAMN05660750_04707	True	False
PF03988	DUF347 - Repeat of Unknown Function (DUF347) 	NO_PFAM	124	38	53	43	994	828.0483870967741	899	899	0	773	98	192	98	899	8	775	96	0	0	52	4	0	0	0	0	0	0	0	0	0	0	670	4	105	52	13.953437029561597	PF03988 || NO_PFAM	0.8874828869374218	1291764	1291764.GCA_001311235_02368	1291764.GCA_001311235_02367	PF03988	994	899	899	773	0	899	774	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	1291764.GCA_001311235_02367 || 1291764.GCA_001311235_02368	True	False
PF12030	DUF3517 - Domain of unknown function (DUF3517)	NO_PFAM	2092	329	396	933	988	794.189292543021	900	900	2	0	0	0	0	900	60	533	220	560	12	853	46	893	904	292	2	921	1850	900	4	973	1588	907	76	768	1534	21.5938451757011	PF12030 || NO_PFAM	0.8844905286387904	29088	29088.A0A2Y9GQ91	29088.A0A2Y9GMJ0	PF00443;PF12030;PF22900;PF25010	988	0	0	0	0	0	0	0	0	0	0	103	0	951	0	762	experiments_transferred;database_transferred;textmining_transferred	29088.A0A2Y9GMJ0 || 29088.A0A2Y9GQ91	True	False
PF17761	DUF1016_N - DUF1016 N-terminal domain	NO_PFAM	224	78	96	101	987	771.6071428571429	900	900	0	773	190	401	48	900	8	775	46	0	0	0	0	655	4	0	0	96	2	0	0	0	0	0	0	73	2	15.954996107138465	PF17761 || NO_PFAM	0.8844646517279949	1776384	1776384.GCA_900086585_00156	1776384.GCA_900086585_00155	PF06250;PF17761	987	900	900	476	0	900	774	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	1776384.GCA_900086585_00155 || 1776384.GCA_900086585_00156	True	False
PF15483	DUF4641 - Domain of unknown function (DUF4641)	PF15483	4	1	2	2	999	999.0	0	0	0	0	0	0	0	0	0	0	0	987	4	999	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.995732273553991	PF15483 || PF15483	0.8839658639559075	9606	9606.ENSP00000482270	9606.ENSP00000480355	PF15483	999	0	0	0	0	0	0	987	999	0	0	0	0	0	0	0	homology;coexpression	9606.ENSP00000480355 || 9606.ENSP00000482270	True	False
PF20386	DUF6681 - Family of unknown function (DUF6681)	NO_PFAM	256	59	60	126	982	813.7734375	773	774	0	773	118	614	106	688	2	774	232	0	0	0	0	98	92	0	0	0	0	0	0	0	0	0	0	0	0	15.284765209339422	PF20386 || NO_PFAM	0.8833252095751623	907931	907931.GCA_000165675_01350	907931.GCA_000165675_01351	PF20386	982	773	774	773	0	688	774	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	907931.GCA_000165675_01350 || 907931.GCA_000165675_01351	True	False
PF05974	DUF892 - Domain of unknown function (DUF892)	NO_PFAM	108	39	45	49	999	788.9629629629629	900	900	0	773	68	231	42	900	2	770	32	0	0	943	14	846	30	0	0	0	0	0	0	0	0	897	14	813	14	13.869106790457018	PF05974 || NO_PFAM	0.8832633832700997	99287	99287.STM1729	99287.STM1731	PF05974	999	900	900	572	107	900	604	0	943	181	0	0	0	0	0	0	neighborhood;neighborhood_transferred;fusion;cooccurence;coexpression;coexpression_transferred	99287.STM1729 || 99287.STM1731	True	False
PF07626	PSD3 - Protein of unknown function (DUF1587)	NO_PFAM	326	35	90	88	946	754.6932515337423	773	775	0	773	44	192	76	507	6	775	246	617	2	0	0	127	46	0	0	874	48	0	0	644	42	0	0	203	66	14.504998047809474	PF07626 || NO_PFAM	0.8808309522834836	54	54.SAMN02745121_08330	54.SAMN02745121_08331	PF07624;PF07626;PF07627;PF07631;PF07637	946	773	775	773	0	0	775	0	0	0	0	0	0	0	0	0	neighborhood;cooccurence	54.SAMN02745121_08330 || 54.SAMN02745121_08331	True	False
PF19124	DUF5808 - Family of unknown function (DUF5808)	NO_PFAM	66	22	22	33	994	771.8484848484849	899	899	0	773	40	357	22	899	2	774	28	0	0	0	0	124	4	0	0	0	0	0	0	0	0	733	6	204	4	12.273681051249266	PF19124 || NO_PFAM	0.8793100589381264	35841	35841.B4167_1910	35841.B4167_1912	PF07853;PF19124	916	773	773	773	104	0	620	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	35841.B4167_1910 || 35841.B4167_1912	True	False
PF06304	DUF1048 - Protein of unknown function (DUF1048)	NO_PFAM	14	6	7	6	984	782.7142857142857	773	774	0	773	8	218	8	686	2	774	12	0	0	0	0	43	2	0	0	0	0	0	0	0	0	0	0	69	4	8.146870499212836	PF06304 || NO_PFAM	0.8789582812520162	1385510	1385510.GCA_000425205_02224	1385510.GCA_000425205_02223	PF06304	984	773	774	773	154	686	774	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;fusion;cooccurence	1385510.GCA_000425205_02223 || 1385510.GCA_000425205_02224	True	False
PF14014	DUF4230 - Protein of unknown function (DUF4230)	NO_PFAM	526	102	109	262	990	741.3231939163499	899	899	0	773	124	238	60	899	2	774	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	8	0	0	17.334658525000634	PF14014 || NO_PFAM	0.8789254823205314	1123037	1123037.GCA_000425305_01404	1123037.GCA_000425305_01403	PF14014	990	899	899	620	0	899	774	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	1123037.GCA_000425305_01403 || 1123037.GCA_000425305_01404	True	False
PF19573	DUF6089 - Domain of unknown function (DUF6089)	NO_PFAM	1248	171	221	571	956	748.5416666666666	773	775	0	773	104	385	134	0	0	775	1218	623	6	0	0	263	86	0	0	953	214	0	0	424	6	0	0	309	36	18.97308746375248	PF19573 || NO_PFAM	0.8785996120106084	354355	354355.SAMN05660816_00864	354355.SAMN05660816_03238	PF19573	956	0	0	0	0	0	0	0	0	118	0	953	0	0	0	0	coexpression_transferred;experiments_transferred	354355.SAMN05660816_00864 || 354355.SAMN05660816_03238	True	False
PF07892	DUF1667 - Protein of unknown function (DUF1667)	NO_PFAM	64	15	17	30	997	787.40625	876	876	0	773	22	373	40	876	4	775	48	0	0	0	0	699	32	0	0	86	2	0	0	0	0	0	0	752	8	11.471564714375198	PF07892 || NO_PFAM	0.8783799516192637	2044587	2044587.C824_01011	2044587.C824_01010	PF07892	997	876	876	773	283	876	775	0	0	553	0	0	0	0	0	0	neighborhood;neighborhood_transferred;fusion;cooccurence;coexpression_transferred	2044587.C824_01010 || 2044587.C824_01011	True	False
PF14287	DUF4368 - Domain of unknown function (DUF4368)	NO_PFAM	300	44	98	123	979	774.8066666666666	840	840	0	773	130	95	54	840	16	774	232	0	0	0	0	89	18	0	0	0	0	0	0	0	0	0	0	0	0	15.000435244289514	PF14287 || NO_PFAM	0.8776873495439804	1291764	1291764.GCA_001311235_00175	1291764.GCA_001311235_00173	PF00239;PF07508;PF13408;PF14287	979	828	828	526	0	828	773	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	1291764.GCA_001311235_00173 || 1291764.GCA_001311235_00175	True	False
PF08952	DUF1866 - Domain of unknown function (DUF1866) 	NO_PFAM	3062	179	245	1186	990	843.8203788373612	900	880	2	0	0	0	0	880	18	110	20	919	182	104	88	88	422	292	2	963	1374	900	904	981	1716	827	266	893	2830	20.742369952947247	PF08952 || NO_PFAM	0.8773977016228337	60517	60517.A0A0R3WC70	60517.A0A0R3VUX9	PF02383;PF08952;PF22669	990	0	0	0	0	0	0	0	0	0	0	913	0	0	0	893	experiments_transferred;textmining_transferred	60517.A0A0R3VUX9 || 60517.A0A0R3WC70	True	False
PF09967	DUF2201 - VWA-like domain (DUF2201)	NO_PFAM	718	193	206	340	977	814.3844011142062	773	775	0	773	418	599	430	686	8	775	532	0	0	89	4	131	88	0	0	0	0	0	0	0	0	0	0	0	0	18.661577675847703	PF09967 || NO_PFAM	0.8766188016372055	907931	907931.GCA_000165675_00287	907931.GCA_000165675_00288	PF09967;PF13203	977	732	754	732	0	686	754	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	907931.GCA_000165675_00287 || 907931.GCA_000165675_00288	True	False
PF24038	DUF7347 - Domain of unknown function (DUF7347)	NO_PFAM	128	7	7	64	972	829.015625	773	773	0	773	8	269	108	0	0	772	86	624	4	0	0	753	114	0	0	527	120	0	0	774	124	0	0	379	116	10.564695487721345	PF24038 || NO_PFAM	0.8760104561136861	1481914	1481914.JCM19241_1591	1481914.JCM19241_1590	PF00072;PF24038	972	773	773	773	66	0	772	0	0	60	0	271	0	302	0	85	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	1481914.JCM19241_1590 || 1481914.JCM19241_1591	True	False
PF26607	DUF8189 - Domain of unknown function (DUF8189)	NO_PFAM	392	54	67	183	985	780.7091836734694	773	774	0	773	74	602	106	0	0	774	154	605	6	0	0	941	102	0	0	909	212	0	0	948	198	0	0	640	196	15.535475982334203	PF26607 || NO_PFAM	0.8753147831260368	242507	242507.A0A151V492	242507.G4N9U8	PF26607	985	0	0	0	0	0	0	0	0	119	0	242	0	948	0	640	coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	242507.A0A151V492 || 242507.G4N9U8	True	False
PF15735	DUF4683 - Domain of unknown function (DUF4683)	NO_PFAM	2138	86	90	948	999	829.1449953227316	900	900	0	0	0	157	364	900	10	533	6	984	22	0	0	491	1564	0	0	996	2106	900	98	979	1818	622	44	965	2114	18.39990994639157	PF15735 || NO_PFAM	0.8736166256289768	9685	9685.ENSFCAP00000040513	9685.ENSFCAP00000000056	PF00136;PF03104;PF14260;PF15735;PF24055;PF24065	999	540	0	0	0	0	0	0	0	0	0	953	540	925	0	573	experiments_transferred;database;database_transferred;textmining_transferred	9685.ENSFCAP00000000056 || 9685.ENSFCAP00000040513	True	False
PF13195	DUF4011 - Protein of unknown function (DUF4011)	NO_PFAM	466	120	121	233	994	761.7596566523605	900	900	0	773	96	510	166	900	10	775	274	0	0	667	4	904	144	0	0	928	8	0	0	607	6	0	0	269	14	17.53791034886238	PF13195 || NO_PFAM	0.8721054262801861	1122997	1122997.GCA_000425285_02444	1122997.GCA_000425285_02445	PF13086;PF13087;PF13195;PF18731;PF18741	994	897	897	773	0	897	774	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	1122997.GCA_000425285_02444 || 1122997.GCA_000425285_02445	True	False
PF11843	DUF3363 - Protein of unknown function (DUF3363)	NO_PFAM	2230	124	223	585	987	779.8565022421525	773	775	0	773	372	298	1858	756	24	775	2198	0	0	66	36	583	8	0	0	327	2	0	0	0	0	0	0	203	70	18.914832669037136	PF11843 || NO_PFAM	0.8714757439109779	264203	264203.ZMO1943	264203.ZMO2037	PF11843	987	773	775	773	129	756	775	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;fusion;cooccurence	264203.ZMO1943 || 264203.ZMO2037	True	False
PF22322	DUF6973 - Domain of unknown function (DUF6973)	NO_PFAM	194	50	52	97	996	768.7216494845361	838	838	0	773	114	101	46	838	16	775	72	0	0	860	14	118	8	0	0	683	6	0	0	517	4	960	8	120	6	14.812650824012398	PF22322 || NO_PFAM	0.8694871250770161	196627	196627.cg1514	196627.cg4005	PF22322	996	741	741	741	0	0	0	0	766	0	0	0	0	0	951	0	neighborhood;coexpression;textmining	196627.cg1514 || 196627.cg4005	True	False
PF04285	DUF444 - Protein of unknown function (DUF444)	NO_PFAM	72	23	23	36	992	867.7222222222222	900	900	0	773	42	320	40	900	2	775	44	0	0	409	14	935	42	0	0	0	0	0	0	0	0	845	2	241	38	12.446567101844284	PF04285 || NO_PFAM	0.8662541425542168	76947	76947.GCA_002080435_03427	76947.GCA_002080435_03428	PF04285	992	773	774	773	106	0	774	0	0	846	0	0	0	0	0	136	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	76947.GCA_002080435_03427 || 76947.GCA_002080435_03428	True	False
PF02641	DUF190 - Uncharacterized ACR, COG1993	NO_PFAM	248	49	54	118	999	771.7983870967741	773	981	0	773	104	981	190	504	4	759	42	0	0	0	0	72	2	0	0	0	0	0	0	0	0	733	4	445	14	15.095498907321	PF02641 || NO_PFAM	0.8659261763301123	1894	1894.ADK78_28125	1894.ADK78_28120	PF02641	999	773	978	773	978	0	683	0	0	0	0	0	0	0	0	445	neighborhood;neighborhood_transferred;cooccurence;textmining_transferred	1894.ADK78_28120 || 1894.ADK78_28125	True	False
PF10611	DUF2469 - Protein of unknown function (DUF2469)	NO_PFAM	368	36	36	184	992	778.5869565217391	773	981	0	773	102	981	180	0	0	774	194	0	0	0	0	102	2	0	0	0	0	0	0	0	0	0	0	0	0	14.886632469328974	PF10611 || NO_PFAM	0.865915166573311	1894	1894.ADK78_15425	1894.ADK78_15430	PF10611	992	651	979	651	979	0	0	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred	1894.ADK78_15425 || 1894.ADK78_15430	True	False
